,SB,SW,SR,SN,SE,SS,PUN,SP,PJ,PW,PR,PS,PI,PC,PL,PM,PZ,PX,PF,PA,PN,BF,FB,FG,FL,FM,FS,CE,CW,CY,CR,LA,LE,LW,LS,HE,HW,HM,TA,TE,OC,PO,PL,PB,PD,PX,PA,BP,BW,BY,BT,BL,BM,BC,BUN,MH,MS,AG,MB,MN,MM,ST,MP,OR,OW,OB,OK,OP,OS,OC,OE,OX,OY,OL,AB,AW,AX,AH,AM,EA,ER,ES,EU,EX,HB,HS,HC,HG,WB,BU,CB,CP,CV,CD,CH,SA,SBW,SF,SH,SK,SL,SM,SNW,SO,AL,AGL,AR,AV,BE,BI,CA,BA,BD,IW,BLUE,SY,TU,HK,SAS,GYM,GLED,MAG,PT,NYS,HAM,RHO,ROB,RHA,RHF,SOR,SOU,SOE,EUG,AT,CRB,AP,APM,CORN,CORA,CORS,VIB,VIBL,CEPH,OH,U
PR,0.8447511,0.8518415,0.88935447,0.84793794,0.8365087,0.8494404,0.83508414,0.8751536,0.8874676,0.8929297,1.0000002,0.8521621,0.8912323,0.8799604,0.88076437,0.7585379,0.85724074,0.8471147,0.8590173,0.8470362,0.9227929,0.8552821,0.81608474,0.8659966,0.82060236,0.8321949,0.86373436,0.7862674,0.76572645,0.77162516,0.7933777,0.80904615,0.8025426,0.78800833,0.78475505,0.850199,0.7979685,0.78818077,0.7362786,0.78120315,0.8530165,0.7904966,0.8297746,0.7750339,0.7976509,0.7970942,0.759802,0.749617,0.784049,0.82150847,0.7768742,0.7751721,0.77498764,0.7505591,0.7602408,0.8100724,0.82408804,0.76376355,0.75818336,0.76934284,0.75750935,0.78883237,0.74449813,0.83218837,0.77935004,0.758254,0.7737646,0.76838017,0.7441323,0.7368596,0.7707484,0.79028326,0.7658756,0.7449778,0.78893536,0.80851924,0.7876301,0.76354134,0.7877941,0.78889406,0.74856913,0.76225364,0.71461326,0.72260416,0.8100389,0.76997846,0.775005,0.7869383,0.76450473,0.7650005,0.8130903,0.80199516,0.7377023,0.7480021,0.7200727,0.7683639,0.7449982,0.7486938,0.73301256,0.74449897,0.7447884,0.7680038,0.72323793,0.73578906,0.7434672,0.7555978,0.78746086,0.7321218,0.8060106,0.7379247,0.78816736,0.78711855,0.7298203,0.7583075,0.78661513,0.7903167,0.7553333,0.7562183,0.7472557,0.736565,0.7721231,0.72369117,0.75110227,0.74806964,0.7014758,0.7241145,0.75114846,0.71754146,0.71393126,0.75740105,0.7607766,0.72422814,0.685776,0.7187754,0.6958783,0.7486511,0.71653396,0.7298578,0.76657,0.75519073,0.6730308,0.670697,0.70607316,0.7995297,0.7019407
PS,0.8230954,0.83771205,0.8338165,0.8686808,0.8346952,0.82769406,0.81828296,0.8577701,0.88172925,0.8432607,0.8521621,1.0,0.8618916,0.8631692,0.84115624,0.76134473,0.88251567,0.8463695,0.84329087,0.8485658,0.9090139,0.8394364,0.8276035,0.84216833,0.81632495,0.8300154,0.84857917,0.72716355,0.7203168,0.7358234,0.7292688,0.7957389,0.83796656,0.77638435,0.80381006,0.7761165,0.7881185,0.78636765,0.7356716,0.73556256,0.82419133,0.7629134,0.7457038,0.7417974,0.73523664,0.7779429,0.7832741,0.748215,0.733451,0.7398436,0.7566499,0.70589906,0.7302307,0.70296735,0.7796788,0.74974227,0.7598844,0.7442781,0.7422423,0.7721749,0.73190385,0.7467398,0.80161095,0.7332398,0.75402355,0.71663356,0.7323577,0.7642513,0.74144226,0.71024513,0.76188976,0.75430286,0.73326087,0.7382703,0.7598455,0.7436701,0.7456326,0.728446,0.7715832,0.7241042,0.7016177,0.7102225,0.75617415,0.75450647,0.7345988,0.7284194,0.73920834,0.74536926,0.7354768,0.7208127,0.74906147,0.79496944,0.72819704,0.7847405,0.74745804,0.76421463,0.7874063,0.7248045,0.72224844,0.7581211,0.74237835,0.76632136,0.725584,0.74756,0.73189235,0.7724638,0.7436645,0.7500348,0.72063255,0.7921478,0.7350298,0.7164556,0.73153365,0.7137648,0.73054945,0.7753706,0.7442808,0.7385732,0.75979656,0.7130584,0.7293573,0.7200643,0.7182457,0.7735913,0.6851947,0.7583622,0.75676984,0.7539929,0.72547185,0.7554219,0.75038946,0.77605575,0.70207196,0.73413384,0.70215935,0.7334518,0.7424225,0.70881647,0.71813023,0.7170608,0.69637346,0.68961334,0.7090098,0.7536328,0.7146771
PI,0.83503354,0.8504051,0.86370355,0.86607015,0.8387567,0.8613651,0.8561901,0.8751081,0.9067606,0.84680796,0.8912323,0.8618916,1.0000002,0.90117514,0.8933554,0.77422607,0.85633874,0.86619747,0.87332046,0.84832025,0.9208303,0.8550212,0.82382923,0.858916,0.8237396,0.8451936,0.86974347,0.75185484,0.75677973,0.76104856,0.77770865,0.7823277,0.79813373,0.78756297,0.76170063,0.79149586,0.7993233,0.7739267,0.74974096,0.7629623,0.82113755,0.79610085,0.7647766,0.74874014,0.7606566,0.78795177,0.77218854,0.73510385,0.7752755,0.7566072,0.77976906,0.7610154,0.7383552,0.728533,0.7501873,0.7589559,0.76495206,0.7419554,0.7424776,0.76199067,0.74619436,0.73935604,0.77062404,0.7392689,0.7519515,0.7286535,0.7349558,0.7758647,0.72567827,0.73012555,0.7694299,0.78150415,0.763425,0.76583517,0.76463616,0.76206994,0.76545584,0.777743,0.7939394,0.71338075,0.72112286,0.7217877,0.73230517,0.7344048,0.7799757,0.758242,0.7540466,0.7870259,0.716608,0.7228661,0.7563553,0.8177629,0.7396609,0.76962703,0.7422599,0.734906,0.7388317,0.72197115,0.72823393,0.72311795,0.7105976,0.74153787,0.7044283,0.7385148,0.72906387,0.7351413,0.7535275,0.732877,0.7422062,0.74142015,0.7961258,0.72039133,0.7230145,0.7006847,0.7343918,0.7879301,0.7382649,0.7348132,0.7566762,0.7426233,0.7323623,0.7428371,0.7491572,0.7324709,0.7055137,0.72991526,0.780901,0.72322255,0.69743884,0.7506416,0.7503111,0.72927755,0.70398873,0.7328818,0.7340373,0.7497054,0.71058285,0.7351135,0.71851766,0.7288095,0.6960269,0.67549133,0.7104818,0.77396876,0.7191096
PC,0.8561225,0.85642004,0.8751762,0.87633264,0.8746357,0.8573894,0.86689794,0.89247715,0.90048194,0.85020447,0.8799604,0.8631692,0.90117514,1.0000001,0.8949135,0.8151253,0.84951115,0.87173533,0.89014643,0.87303317,0.916101,0.8650601,0.8380319,0.86711615,0.8620749,0.8630808,0.8911357,0.76802766,0.76039493,0.80117655,0.7848216,0.7851564,0.79513717,0.8029448,0.7771021,0.80314136,0.79548967,0.8167759,0.75051516,0.7754786,0.84020644,0.8008274,0.7711919,0.74892694,0.76397526,0.77598214,0.75828177,0.7303222,0.7741733,0.7666224,0.7905937,0.750489,0.746423,0.76726025,0.7481676,0.7606321,0.7695459,0.7398715,0.7585485,0.7645691,0.7680868,0.75323963,0.76140785,0.7304646,0.74481356,0.70843244,0.72863674,0.74273795,0.71131283,0.7184796,0.74297005,0.75396013,0.75892156,0.7446991,0.76854354,0.7744476,0.74931717,0.7640358,0.77887374,0.73007655,0.69798696,0.7180399,0.72800946,0.7286969,0.7545061,0.73486197,0.7229643,0.7455292,0.72299826,0.74241036,0.75337946,0.78839326,0.7468551,0.75352985,0.7391732,0.73781395,0.74300855,0.74017453,0.7329879,0.73217833,0.7289754,0.75016963,0.71597296,0.73552203,0.75390285,0.74090695,0.75254345,0.7607863,0.7499852,0.7410218,0.75609446,0.7448391,0.71992564,0.7361885,0.739048,0.78714526,0.72016346,0.7363633,0.73056567,0.73055094,0.71465856,0.72244185,0.74534,0.7237412,0.69530445,0.7391523,0.73366445,0.7391006,0.7230694,0.76530045,0.7607677,0.7376545,0.7052916,0.7214107,0.70553005,0.7440655,0.71023524,0.71435195,0.7120755,0.7204038,0.69897693,0.68714964,0.7147876,0.7575519,0.7139354
PL,0.8337182,0.84738094,0.8748905,0.86607647,0.8485863,0.86291885,0.8619987,0.88305163,0.88643044,0.83228123,0.88076437,0.84115624,0.8933554,0.8949135,1.0000001,0.80754787,0.8604677,0.89391726,0.8735464,0.8513759,0.92850024,0.8607774,0.8465667,0.8689398,0.84242797,0.8718102,0.89614516,0.72628003,0.76803344,0.7569209,0.78682905,0.75971043,0.7815956,0.7982609,0.75014496,0.7899106,0.80409545,0.7843277,0.7389081,0.74540573,0.8434703,0.77809435,0.7407627,0.7353511,0.73622775,0.7796576,0.750832,0.73838395,0.7396605,0.7276952,0.7587836,0.7354026,0.7260798,0.72641015,0.70686054,0.7302735,0.75589645,0.72109425,0.7100253,0.7378612,0.7383274,0.687001,0.7330495,0.7350079,0.7425615,0.69556624,0.7304597,0.74636376,0.7211951,0.70208466,0.7621188,0.7776237,0.7768624,0.76281595,0.76965547,0.7492625,0.7504033,0.7558501,0.7956921,0.71107197,0.69058096,0.7220593,0.72847724,0.72788936,0.7337933,0.70643216,0.70667195,0.7422174,0.7259383,0.71034825,0.73479354,0.77346313,0.735941,0.75883853,0.7369125,0.7407308,0.7316034,0.7190829,0.7082932,0.7243825,0.7303549,0.7445799,0.7145242,0.72362286,0.73161227,0.7141295,0.7406635,0.7451809,0.7391584,0.7450615,0.7561031,0.71657807,0.7159873,0.69265294,0.73578155,0.76694024,0.72831964,0.72025937,0.732356,0.72807676,0.6868806,0.73014265,0.7378434,0.7311161,0.68172216,0.74763733,0.72248304,0.7169106,0.7074088,0.7480784,0.7386214,0.7237472,0.69040525,0.6958708,0.71233183,0.7432078,0.69803023,0.6919004,0.6745822,0.6907078,0.6859017,0.6724199,0.6863416,0.758899,0.7169964
PM,0.74732023,0.7487911,0.7671598,0.7682795,0.8024245,0.77060956,0.7708634,0.77654785,0.7921365,0.74093807,0.7585379,0.76134473,0.77422607,0.8151253,0.80754787,1.0000001,0.7983162,0.8037151,0.8058547,0.80758405,0.80131006,0.7409803,0.7787056,0.7503245,0.78960425,0.77525103,0.77135825,0.6832857,0.7257933,0.7575617,0.7489818,0.72089696,0.7707112,0.76887,0.7311479,0.7310848,0.75751114,0.7955599,0.7370884,0.7329127,0.7966131,0.70969385,0.700456,0.6861129,0.68970907,0.7205714,0.7157215,0.71765196,0.7170019,0.7043604,0.7279633,0.731621,0.6958614,0.74279964,0.71167046,0.70648617,0.7207284,0.6853499,0.6992868,0.73157775,0.76586103,0.6984315,0.7259642,0.69495344,0.70102394,0.6755285,0.6961198,0.7138345,0.6756601,0.7203594,0.7099558,0.72893333,0.747242,0.71749055,0.7158342,0.726001,0.7289073,0.73306334,0.7505519,0.6914002,0.6838695,0.7160679,0.7059952,0.74596065,0.6996529,0.69672054,0.6816622,0.6989902,0.6878195,0.707064,0.6989344,0.75166714,0.73110306,0.7732994,0.73932946,0.7009796,0.71635044,0.6940476,0.713148,0.72809625,0.7262421,0.7244498,0.6997949,0.70749474,0.7383313,0.70814556,0.7196597,0.77474594,0.7176986,0.74521184,0.7384652,0.70722324,0.71862125,0.6678092,0.712919,0.72011536,0.7318293,0.69922304,0.7404365,0.74389267,0.67586505,0.73413765,0.71758306,0.7029071,0.67224354,0.7010641,0.66960394,0.71874475,0.7460302,0.77461,0.7571026,0.7784843,0.7165112,0.7134871,0.71141374,0.7393985,0.7293588,0.7072102,0.70015115,0.70299584,0.7096964,0.67363036,0.6944286,0.7191938,0.7283932
PZ,0.8132887,0.82583445,0.8328047,0.8572693,0.82064664,0.8331308,0.8479098,0.8391944,0.8683224,0.83056647,0.85724074,0.88251567,0.85633874,0.84951115,0.8604677,0.7983162,0.9999999,0.84163386,0.84146523,0.8387831,0.88743246,0.8173037,0.8015219,0.8208355,0.79476327,0.8279798,0.83866715,0.7379784,0.7417088,0.7483002,0.76124585,0.75820804,0.83505034,0.78507215,0.77209175,0.78663826,0.79269606,0.78884065,0.7342791,0.7294671,0.8231723,0.75972134,0.760648,0.7379191,0.7389139,0.78378826,0.78963864,0.85722506,0.7448245,0.75510037,0.77665544,0.73879325,0.80495656,0.7257098,0.78317505,0.7527107,0.75872135,0.7367704,0.7478173,0.8002045,0.7435688,0.7250543,0.7738863,0.7581706,0.7590962,0.7220689,0.7655782,0.78168684,0.7561984,0.73716056,0.79307413,0.77236116,0.7592954,0.768745,0.8195638,0.75647444,0.75617015,0.76370335,0.7783801,0.7223588,0.7138356,0.7335917,0.7598471,0.7754792,0.7487295,0.7377511,0.7427902,0.76562476,0.7911638,0.73578155,0.7602963,0.7882117,0.73384345,0.79052174,0.7577161,0.8221427,0.7505863,0.7146345,0.72524697,0.7295063,0.7171027,0.7376052,0.71169275,0.7450198,0.74350375,0.7691995,0.7494246,0.7590419,0.74559844,0.7844069,0.7556975,0.73646766,0.7493231,0.7062261,0.73744327,0.76958156,0.7414359,0.75797117,0.76985383,0.7392375,0.72244656,0.71486545,0.74857223,0.77144116,0.68836164,0.73886406,0.76312286,0.75126773,0.73225224,0.7337647,0.7347748,0.76262116,0.6809638,0.7157555,0.70972645,0.7305581,0.7360661,0.7051424,0.7218748,0.7120841,0.7068646,0.68176514,0.7116851,0.7615321,0.7323736
PX,0.8303773,0.88536525,0.8729168,0.85938066,0.85644865,0.8569342,0.84893936,0.87747836,0.8649104,0.86858,0.8471147,0.8463695,0.86619747,0.87173533,0.89391726,0.8037151,0.84163386,0.99999964,0.8377379,0.86702085,0.89198065,0.8379962,0.84728706,0.87166584,0.8423151,0.87302595,0.91767097,0.7534256,0.7887576,0.7575082,0.78015894,0.7680217,0.794044,0.8216363,0.74970603,0.7990668,0.8240478,0.80916625,0.7408768,0.73133713,0.80642885,0.7710497,0.7455213,0.7291593,0.7399706,0.7681583,0.7974664,0.7309014,0.7530836,0.7391294,0.749585,0.7389035,0.7216879,0.7322302,0.7566092,0.7620145,0.7436349,0.7440399,0.73702407,0.74094284,0.7692288,0.7378726,0.7644366,0.73045015,0.79508454,0.704569,0.7127707,0.7591733,0.74923164,0.7314548,0.7486095,0.7715253,0.7847619,0.74536324,0.74330914,0.7928307,0.7502954,0.7632176,0.78297687,0.7147454,0.710293,0.70702183,0.72333235,0.74342036,0.7309164,0.7226269,0.7262937,0.7543801,0.7360908,0.73248404,0.7433511,0.783411,0.7350749,0.75201494,0.74403864,0.7230225,0.7761957,0.7120649,0.703413,0.7164233,0.7273257,0.7342607,0.71902066,0.71782285,0.71695334,0.7136926,0.7403984,0.7592603,0.75910604,0.7559992,0.75955284,0.72976834,0.7108732,0.71591616,0.7265363,0.76769125,0.73424673,0.73467183,0.73199296,0.7479713,0.72502863,0.76308656,0.73180515,0.7197021,0.72905576,0.71551096,0.7243949,0.7229271,0.71786034,0.7587534,0.74664676,0.74337214,0.7245982,0.7082115,0.7039731,0.7468918,0.7194002,0.70610595,0.70779216,0.7268375,0.7128372,0.6950263,0.6997503,0.7672609,0.7225659
PF,0.8394634,0.8284908,0.8334446,0.84817976,0.86434454,0.8430942,0.83720523,0.86008203,0.86177427,0.83628166,0.8590173,0.84329087,0.87332046,0.89014643,0.8735464,0.8058547,0.84146523,0.8377379,1.0000001,0.8771022,0.88836676,0.8679302,0.85232484,0.8589052,0.8689485,0.8572532,0.8679806,0.7470338,0.74909383,0.7919402,0.78211683,0.79728866,0.8013785,0.80403364,0.7763758,0.7912369,0.7960798,0.8311955,0.7665199,0.77901983,0.8325368,0.7904544,0.7636419,0.7814076,0.7658738,0.7850943,0.7645221,0.7441534,0.7703338,0.7669167,0.7881384,0.77037114,0.7508357,0.76149124,0.7654624,0.7481767,0.7803251,0.7445163,0.74830395,0.75381964,0.7651583,0.7384823,0.7540925,0.7331037,0.7351555,0.7022021,0.72268635,0.7326548,0.71368134,0.7193276,0.7396896,0.7326175,0.7614974,0.71103835,0.77077335,0.76310205,0.76282275,0.75648737,0.79245055,0.7354605,0.71071404,0.7398388,0.7309205,0.7431067,0.7336224,0.71560925,0.7179212,0.72976846,0.72145224,0.7330673,0.72848713,0.7688112,0.72920746,0.7458169,0.7152589,0.73862493,0.7463288,0.71514213,0.73351485,0.7420633,0.72216177,0.7515342,0.72210264,0.7351162,0.75416183,0.75905794,0.7781903,0.78174317,0.7470916,0.74992,0.7554355,0.73967075,0.7336534,0.71387535,0.74032634,0.77013004,0.73175395,0.74538165,0.73550284,0.7234334,0.70340353,0.7105663,0.7300174,0.7251189,0.6900205,0.72440815,0.74031144,0.7410217,0.7395304,0.7638012,0.7377032,0.73916006,0.69193983,0.74015164,0.68961054,0.7323547,0.7005769,0.72182083,0.71998626,0.713987,0.69091535,0.665292,0.71514577,0.75910777,0.71853864
PA,0.8213266,0.8610428,0.83473504,0.83905464,0.8720272,0.8190439,0.82662886,0.8513353,0.8793008,0.8662646,0.8470362,0.8485658,0.84832025,0.87303317,0.8513759,0.80758405,0.8387831,0.86702085,0.8771022,0.9999999,0.8795914,0.83718026,0.8252327,0.84108377,0.884753,0.85082185,0.8889022,0.7831085,0.7578558,0.82218236,0.7824904,0.8067279,0.8052541,0.79620314,0.78231645,0.79596514,0.7973919,0.83461607,0.7565403,0.76316714,0.8338459,0.79009473,0.77883804,0.7680792,0.76679355,0.7897717,0.8088158,0.744058,0.7786086,0.77736413,0.778983,0.74476045,0.7385869,0.750427,0.7767222,0.7656999,0.7713945,0.74922776,0.74873286,0.77001023,0.7720163,0.74895,0.769336,0.7509449,0.80307424,0.7330218,0.7422322,0.74468917,0.7614744,0.7343817,0.7666471,0.7772756,0.75712883,0.74700934,0.75025403,0.8124697,0.7630185,0.76032007,0.7834505,0.75199485,0.73019373,0.7443998,0.74934417,0.76620173,0.73992264,0.7352251,0.7330376,0.7419607,0.7348125,0.7442411,0.7484689,0.78087795,0.7465861,0.7420696,0.7625425,0.73797727,0.7875918,0.74186885,0.73837835,0.7454511,0.74784935,0.7531913,0.7245954,0.73325884,0.79247415,0.7825968,0.8012011,0.82206833,0.75361055,0.75002265,0.7567707,0.75091076,0.7163772,0.7244939,0.75510716,0.787928,0.72688234,0.7329414,0.7805125,0.73467773,0.7161561,0.7227962,0.7307308,0.72610116,0.7052963,0.7278828,0.7313613,0.74289834,0.7530952,0.8036116,0.77938974,0.7796502,0.70833904,0.7191571,0.7129881,0.7535639,0.7415456,0.6961311,0.7209913,0.6911725,0.67969525,0.6888171,0.6955623,0.7799633,0.7303959
PN,0.8806237,0.8813278,0.8946505,0.9110967,0.8760109,0.8826641,0.8856656,0.93797773,0.922807,0.88281167,0.9227929,0.9090139,0.9208303,0.916101,0.92850024,0.80131006,0.88743246,0.89198065,0.88836676,0.8795914,0.9999997,0.8949844,0.8482134,0.8902576,0.85238284,0.87790453,0.9001558,0.7675856,0.76000994,0.7750858,0.7940806,0.8160951,0.8354717,0.80826735,0.8096507,0.8313998,0.82537496,0.8101043,0.76219714,0.78166765,0.9064954,0.79929894,0.78699464,0.7826442,0.7704276,0.82168585,0.7909692,0.769477,0.79000425,0.796466,0.8157134,0.7747882,0.76962656,0.76822793,0.7815802,0.7856136,0.80437917,0.7592323,0.7627381,0.78485435,0.77753055,0.7540982,0.7857289,0.7741578,0.7862636,0.7451164,0.76371884,0.78783923,0.7556252,0.7290994,0.7862201,0.793808,0.7775236,0.7649668,0.7915274,0.78318906,0.7754458,0.7724608,0.8224219,0.75523305,0.725213,0.74816585,0.7458627,0.74548435,0.76526135,0.7482545,0.7425014,0.7685533,0.75588894,0.7564379,0.78253055,0.8163243,0.75914717,0.7874822,0.75971496,0.7645602,0.7735635,0.7523943,0.7439957,0.7678848,0.75344765,0.79590356,0.74829715,0.7436687,0.7521759,0.7607876,0.7663256,0.74946386,0.77428675,0.7781185,0.77800524,0.7523274,0.74720526,0.71505445,0.7608614,0.7986328,0.7576071,0.75754124,0.7669865,0.74275804,0.73753136,0.74005073,0.740144,0.75674045,0.709775,0.75179523,0.7616981,0.7250753,0.72062874,0.7746885,0.7667491,0.7569069,0.7008494,0.73187983,0.74531627,0.75029945,0.74138016,0.7309756,0.7365287,0.73303604,0.7017011,0.6829027,0.7272374,0.80470574,0.7594828
BF,0.8841602,0.8822439,0.8973938,0.90604234,0.8683623,0.8694884,0.8684307,0.9181455,0.8586363,0.8402673,0.8552821,0.8394364,0.8550212,0.8650601,0.8607774,0.7409803,0.8173037,0.8379962,0.8679302,0.83718026,0.8949844,1.0,0.8826132,0.8971548,0.8767444,0.89381856,0.9034214,0.72979534,0.7440062,0.77889174,0.7470479,0.8354896,0.8139864,0.805741,0.7961559,0.8166069,0.8222135,0.82082105,0.7792709,0.80041754,0.8566077,0.8149326,0.7730305,0.864609,0.76246077,0.8022122,0.79284143,0.7623114,0.8054274,0.80871224,0.8011761,0.80219734,0.77593017,0.7825378,0.77689946,0.775595,0.7970617,0.76178133,0.7447959,0.76829886,0.79447025,0.75381124,0.76825094,0.76097274,0.78360164,0.7482066,0.743097,0.7551399,0.7349821,0.70246243,0.76591873,0.7500307,0.76635087,0.76315916,0.8130909,0.790317,0.7668233,0.77941716,0.8257183,0.7580199,0.712657,0.7692121,0.7448872,0.76876605,0.7313224,0.7258855,0.72850096,0.7392175,0.75639063,0.76346934,0.7610639,0.78891784,0.73329365,0.74392533,0.72618496,0.74673253,0.76546305,0.7234695,0.7288855,0.7655153,0.7432745,0.7785142,0.71829855,0.7418716,0.77374035,0.7715728,0.7830018,0.7765918,0.78023183,0.78208786,0.761846,0.7705228,0.7535274,0.7373198,0.7493037,0.7663058,0.7516707,0.7523485,0.7447638,0.72185016,0.7306359,0.71144724,0.73070025,0.75578785,0.7168325,0.7316643,0.7588537,0.7380259,0.75274575,0.78023577,0.77526546,0.7500181,0.7094897,0.7370375,0.7134161,0.7234095,0.7338301,0.73618186,0.7400098,0.7518326,0.7034681,0.70386666,0.6947085,0.8178551,0.7377779
FB,0.8268263,0.84802324,0.854052,0.8362666,0.84582627,0.83406913,0.8228239,0.8528415,0.84828496,0.810931,0.81608474,0.8276035,0.82382923,0.8380319,0.8465667,0.7787056,0.8015219,0.84728706,0.85232484,0.8252327,0.8482134,0.8826132,1.0,0.88459045,0.860003,0.8965603,0.8964548,0.7027425,0.75257796,0.7693533,0.7322614,0.7860749,0.7819791,0.7977644,0.7618408,0.7854487,0.80445814,0.80861664,0.7794562,0.7823467,0.7959647,0.7683549,0.7181103,0.74241877,0.72099805,0.75373685,0.74600476,0.7031628,0.75191104,0.7544779,0.73473173,0.75801486,0.72500086,0.74077183,0.725052,0.75780225,0.7580934,0.74293584,0.74708086,0.7340745,0.7796858,0.7276898,0.76080394,0.7329936,0.7668994,0.7035038,0.70701283,0.7343304,0.7087569,0.7025964,0.7228713,0.7395018,0.7531303,0.7308929,0.75711894,0.7551632,0.7398011,0.7438611,0.7885071,0.71284956,0.68564934,0.7274498,0.70089775,0.72764134,0.7142118,0.7053312,0.6965831,0.71037513,0.7151065,0.72192097,0.7416203,0.7770239,0.71638775,0.75279593,0.726985,0.72202265,0.7523034,0.7138196,0.7224446,0.754684,0.7402626,0.7677381,0.7088093,0.73635006,0.72857624,0.7031122,0.75315946,0.7537786,0.7560241,0.7586925,0.7335844,0.73855245,0.7199729,0.71476007,0.7404756,0.74671006,0.72480565,0.729313,0.72068477,0.71225816,0.70556605,0.72211045,0.7038237,0.71707714,0.68482375,0.7212486,0.71806127,0.7037217,0.7396936,0.75733554,0.74914527,0.7277169,0.6956415,0.73058224,0.68350405,0.7210812,0.71818084,0.7116092,0.70302165,0.7084302,0.69926065,0.683499,0.7038231,0.75260234,0.71580666
FG,0.8561509,0.8942145,0.8948468,0.90081024,0.86558235,0.8809452,0.85983455,0.9080536,0.8583518,0.86037755,0.8659966,0.84216833,0.858916,0.86711615,0.8689398,0.7503245,0.8208355,0.87166584,0.8589052,0.84108377,0.8902576,0.8971548,0.88459045,1.0,0.8793858,0.9203873,0.9237585,0.74533343,0.7704114,0.7768715,0.7742271,0.8147923,0.81812084,0.8091567,0.7928383,0.8345114,0.8302189,0.8145515,0.7793804,0.7864438,0.82161975,0.80478597,0.8144963,0.7675834,0.7724446,0.78754765,0.7989904,0.7326205,0.77421576,0.7875325,0.7708429,0.7629254,0.75976264,0.7507051,0.74894744,0.80278546,0.80212516,0.78139913,0.77502173,0.77877253,0.7812728,0.7750149,0.785709,0.7683435,0.79682535,0.7380782,0.72884744,0.76478857,0.746836,0.7149926,0.7538969,0.7605252,0.7500496,0.7390623,0.77722734,0.78998697,0.77688575,0.76042056,0.80968374,0.76246977,0.72014874,0.74616444,0.7195948,0.7643779,0.7561615,0.74614596,0.7365827,0.7625247,0.7409673,0.737606,0.7713321,0.785546,0.73118496,0.7610225,0.7545823,0.7351512,0.7757846,0.7279798,0.73047626,0.75089073,0.7429605,0.7683715,0.72109234,0.7342948,0.7521709,0.74394596,0.78203595,0.75300354,0.83338624,0.7689447,0.7444692,0.7780303,0.74129254,0.73837274,0.7500122,0.78860486,0.75441676,0.7566005,0.7371658,0.73696464,0.7374282,0.7483285,0.7350029,0.72814375,0.705619,0.7049998,0.72920007,0.72118956,0.72857106,0.7546195,0.74894935,0.7333701,0.7095139,0.72778714,0.6950108,0.74742675,0.73273855,0.7159238,0.73183477,0.7372408,0.71076417,0.69955844,0.70658654,0.7907301,0.7319809
FL,0.85771763,0.857575,0.8600404,0.86761665,0.89926374,0.83901024,0.8246213,0.88151026,0.83544403,0.82042474,0.82060236,0.81632495,0.8237396,0.8620749,0.84242797,0.78960425,0.79476327,0.8423151,0.8689485,0.884753,0.85238284,0.8767444,0.860003,0.8793858,1.0000002,0.8830048,0.8978209,0.71574754,0.74954903,0.79990035,0.7540976,0.8371153,0.8269414,0.816386,0.81925046,0.79393363,0.80668443,0.8502493,0.7679701,0.7742406,0.8137009,0.77625257,0.7446009,0.76744753,0.7461145,0.76893926,0.7729336,0.7267133,0.7766421,0.7690372,0.7519563,0.7546325,0.73136866,0.74964494,0.7266604,0.7660118,0.7635491,0.76926297,0.7375861,0.7529918,0.78328365,0.7621296,0.7602056,0.74341464,0.78246254,0.7366919,0.7356813,0.7367685,0.7216113,0.7064239,0.76200795,0.73929024,0.75366235,0.7375557,0.7601163,0.767688,0.7546146,0.73904335,0.7765094,0.7447757,0.7129425,0.74805754,0.7333444,0.74724215,0.7262409,0.73074555,0.73242354,0.72622,0.7310444,0.72346246,0.75911224,0.78054696,0.71194065,0.72128147,0.7142285,0.729665,0.76220876,0.7152246,0.7393954,0.74871266,0.75758773,0.7599076,0.73503447,0.7180056,0.7682272,0.74340856,0.76813275,0.7997243,0.76729816,0.7512057,0.73597497,0.7477934,0.7237706,0.7308945,0.7512951,0.7520812,0.76291394,0.72891796,0.7509393,0.74083865,0.720548,0.70247877,0.71182543,0.7178008,0.68516284,0.70017433,0.7320598,0.7220717,0.73926973,0.80125177,0.78431994,0.7658074,0.711244,0.714601,0.6983623,0.7240062,0.7153083,0.713435,0.7196845,0.72644746,0.68326443,0.67774606,0.67107993,0.79402006,0.7383428
